"code
culture",libelle culture,"identifiant
groupe culture","code groupe
culture","libelle groupe
culture","code groupe
intermédiaire","libelle groupe
intermédiaire",id_group,id
MAC,mache,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,300
MDI,maraichage_divers,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,301
MRG,marguerite,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,302
NVT,navet,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,303
OIG,oignon_echalote,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,304
PAN,panais,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,305
PAQ,paquerette,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,306
PAS,pasteque,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,307
PHF,pois_haricot_frais,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,308
PHS,pois_haricot_sec,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,309
PMV,primevere,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,310
POR,poireau,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,311
POT,potiron_potimarron,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,312
PSE,pensee,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,313
PVP,poivron_piment,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,314
RDI,radis,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,315
ROQ,roquette,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,316
RUT,rutabaga,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,317
SFI,salsifis,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,318
TOM,tomate,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,319
TOP,topinambour,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,320
VER,veronique,25,leg_fl,legumes_fleurs,leg_fl,legumes_fleurs,44,321
HAR,haricot_flageolet,25,leg_fl,legumes_fleurs,HAR,haricot_flageolet,45,322
MLO,melon,25,leg_fl,legumes_fleurs,MLO,melon,46,323
PPO,petits_pois,25,leg_fl,legumes_fleurs,PPO,petits_pois,47,324
PTC,pomme_terre_conso,25,leg_fl,legumes_fleurs,PDT,pomme_de_terre,48,325
PTF,pomme_terre_fec,25,leg_fl,legumes_fleurs,PDT,pomme_de_terre,48,326
CSA,canne_a_sucre_autre,26,cann,canne_sucre,cann,canne_sucre,49,327
CSF,canne_a_sucre_fermage,26,cann,canne_sucre,cann,canne_sucre,49,328
CSI,canne_a_sucre_indivision,26,cann,canne_sucre,cann,canne_sucre,49,329
CSP,canne_a_sucre_propriete,26,cann,canne_sucre,cann,canne_sucre,49,330
CSR,canne_a_sucre_reforme_fonciere,26,cann,canne_sucre,cann,canne_sucre,49,331
ACA,autre_culture_non_precisee,28,div,divers,div,divers,50,332
ACP,autre_culture_perenne,28,div,divers,div,divers,50,333
BFP,bande_avec_prod,28,div,divers,div,divers,50,334
BFS,bande_sans_prod,28,div,divers,div,divers,50,335
BOR,bordure_champ,28,div,divers,div,divers,50,336
BRO,brome_temporaire,28,div,divers,div,divers,50,337
BTA,bande_tampon,28,div,divers,div,divers,50,338
CAE,chataigneraie_entretenue,28,div,divers,div,divers,50,339
CEE,chenaie_entretenue,28,div,divers,div,divers,50,340
CID,cultures_interrangs_2cultures,28,div,divers,div,divers,50,341
CIT,cultures_interrangs_3cultures,28,div,divers,div,divers,50,342
CNA,chataigneraie_non_entretenue,28,div,divers,div,divers,50,343
CNE,chenaie_non_entretenue,28,div,divers,div,divers,50,344
CUA,culture_abattis,28,div,divers,div,divers,50,345
GRA,graminee_gazon_semence,28,div,divers,div,divers,50,346
MCT,miscanthus,28,div,divers,div,divers,50,347
MPA,autre_melange_plantes_n,28,div,divers,div,divers,50,348
MRS,marais_salant,28,div,divers,div,divers,50,349
MSW,culture_perenne_biomass,28,div,divers,div,divers,50,350
NYG,nyger,28,div,divers,div,divers,50,351
PCL,phacelie_temporaire,28,div,divers,div,divers,50,352
PEP,pepiniere,28,div,divers,div,divers,50,353
PEV,pepiniere_jeune,28,div,divers,div,divers,50,354
ROS,roseliere,28,div,divers,div,divers,50,355
SAG,roseliere_sagnes,28,div,divers,div,divers,50,356
SBO,surface_boisee_sur_une_ancienne_terre_agricole,28,div,divers,div,divers,50,357
SHD,surface_hautement_diversifié,28,div,divers,div,divers,50,358
SNA,surface_non_agricole_non_visible,28,div,divers,div,divers,50,359
SNE,surface_agricole_temporairement_non_exploitee,28,div,divers,div,divers,50,360
SNU,parc_elevage_couvert_degrade,28,div,divers,div,divers,50,361
TBT,tubercule_tropical,28,div,divers,div,divers,50,362
TCR,taillis_courte_rotation,28,div,divers,div,divers,50,363
TRU,truffiere_chenaie_plants_mycorhizes,28,div,divers,div,divers,50,364
VET,vetiver,28,div,divers,div,divers,50,365
ZZZ,culture_inconnue,28,div,divers,div,divers,50,366
