id,code,name,source,grp1,code_grp1,name_grp1,grp2,code_grp2,name_grp2
80,PCH,pois_chiche,rpg,15,leg_gr,legumineuses_graines,30,leg_gr,legumineuses_graines
81,AFG,autre_fourrage_annuel_autre,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
82,BVF,betterave_fourragere,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
84,CHF,chou_fourrager,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
85,FAG,autre_fourrage_annuel_autre_genre,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
86,FSG,autre_plante_fourragere_sarclee_autre_genre,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
89,RDF,radis_fourrager,rpg,16,fou,fourrage,31,fou_autres,fourrage_autres
90,CPL,fourrage_compose,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
92,FF6,feverole_fourragere_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
93,FF7,feverole_fourragere_2017,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
95,FFO,autre_feverole_fourragere,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
96,GES,gesse,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
100,JO8,jarosse_2018,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
102,JOS,autre_jarosse,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
110,LOT,lotier,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
114,MC5,melange_leg_fou_2015,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
115,MC6,melange_leg_fou_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
116,MC7,melange_leg_fou_2017_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
117,MC8,melange_leg_fou_2018_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
123,MEL,autre_melilot,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
124,MH5,melange_leg_fou_2015_herb,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
125,MH6,melange_leg_fou_2016_herb,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
126,MH7,melange_leg_fou_2017_herb,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
129,ML5,melange_leg_fou_2015_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
130,ML6,melange_leg_fou_2016_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
131,ML7,melange_leg_fou_2017_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
132,ML8,melange_leg_fou_2018_herb_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
133,MLC,melange_leg_fou_cereale,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
134,MLD,melange_leg_deshyd_entre_elles,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
135,MLF,melange_leg_fou,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
136,MLG,melange_legumineuses_preponderantes_au_semis_graminees_fourrageres_temporaire,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
137,MLS,melange_legumineuses_non_fourrageres_prep,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
138,PFH,autre_pois_fourrager_hiver,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
139,PFP,autre_pois_fourrager_printemps,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
141,PH6,pois_fourrager_hiver_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
143,PH8,pois_fourrager_hiver_2018,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
144,PP5,pois_fourrager_printemps_2015,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
145,PP6,pois_fourrager_printemps_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
147,SA5,sainfoin_2015,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
148,SA6,sainfoin_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
149,SA7,sainfoin_2017,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
151,SAI,autre_sainfoin,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
157,TR5,trefle_2015,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
158,TR6,trefle_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
159,TR7,trefle_2017,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
160,TR8,trefle_2018,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
161,TRD,trefle_deshyd,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
162,TRE,autre_trefle,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
163,VE5,vesce_2015,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
164,VE6,vesce_2016,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
168,VES,autre_vesce,rpg,16,fou,fourrage,32,fou_fabacees,fourrage_fabacees
169,DTY,dactyle_temporaire,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
170,FET,fetuque_temporaire,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
171,FLO,fleole_temporaire,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
172,GFP,autre_graminee_fourragere_pure_temporaire,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
173,MOH,moha,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
174,PAT,paturin_temporaire,rpg,16,fou,fourrage,33,fou_poacees,fourrage_poacees
176,LU5,luzerne_2015,rpg,16,fou,fourrage,34,LU,luzerne
177,LU6,luzerne_2016,rpg,16,fou,fourrage,34,LU,luzerne
178,LU7,luzerne_2017,rpg,16,fou,fourrage,34,LU,luzerne
179,LU8,luzerne_2018,rpg,16,fou,fourrage,34,LU,luzerne
180,LUD,luzerne_deshyd,rpg,16,fou,fourrage,34,LU,luzerne
181,LUZ,autre_luzerne,rpg,16,fou,fourrage,34,LU,luzerne
182,BOP,bois_pature,rpg,17,esti,estives_landes,35,esti,estives_landes
183,SIN,surface_pastorale_non_utilise,rpg,17,esti,estives_landes,35,esti,estives_landes
184,SPH,surface_pastorale_herbe_predominante,rpg,17,esti,estives_landes,35,esti,estives_landes
185,SPL,surface_pastorale_fourrageres_ligneuses_predominantes,rpg,17,esti,estives_landes,35,esti,estives_landes
186,PPH,prairie_permanente_herbe_predominante,rpg,18,pp,prairies_permanentes,36,pp,prairies_permanentes
187,PRL,prairie_en_rotation_longue,rpg,18,pp,prairies_permanentes,36,pp,prairies_permanentes
188,PTR,autre_prairie_temporaire,rpg,19,pt,prairies_temporaires,37,pt,prairies_temporaires
189,RGA,ray_grass_temporaire,rpg,19,pt,prairies_temporaires,37,pt,prairies_temporaires
190,AGR,agrume,rpg,20,verg,vergers,38,verg,vergers
204,CBT,cerise_bigarreau_transfo,rpg,20,verg,vergers,38,verg,vergers
205,PFR,petit_fruit_rouge,rpg,20,verg,vergers,38,verg,vergers
206,PRU,prune_ente_transfo,rpg,20,verg,vergers,38,verg,vergers
207,PVT,peche_pavie_transfo,rpg,20,verg,vergers,38,verg,vergers
208,PWT,poire_williams_transfo,rpg,20,verg,vergers,38,verg,vergers
210,VRG,verger,rpg,20,verg,vergers,38,verg,vergers
211,RVI,restructuration_vignoble,rpg,21,vign,vignes,39,vign,vignes
212,VRC,vigne_cuve,rpg,21,vign,vignes,39,vign,vignes
213,VRN,vigne_cuve_non_prod,rpg,21,vign,vignes,39,vign,vignes
214,VRT,vigne_table,rpg,21,vign,vignes,39,vign,vignes
216,CTG,chataigne,rpg,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque
217,NOS,noisette,rpg,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque
218,NOX,noix,rpg,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque
219,PIS,pistache,rpg,22,fruit_coq,fruits_a_coque,40,fruit_coq,fruits_a_coque
220,OLI,oliveraie,rpg,23,oliv,oliviers,41,oliv,oliviers
221,AAR,plante_a_non_perennes,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
222,AME,plante_a_parfum_medicinale_non_perenne,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
223,ANE,aneth,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
224,ANG,angelique,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
226,ARP,plante_aromatique_perenne_autre_que_vanille,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
228,BAS,basilic,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
229,BRH,bourrache_temporaire,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
233,CML,cameline,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
234,CMM,camomille,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
235,CRD,coriandre,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
237,CUM,cumin,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
240,FNO,fenouil,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
242,HBL,houblon,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
243,LAV,lavande_lavandin,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
244,MAV,mauve,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
245,MLI,melisse,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
247,MOT,moutarde,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
248,MRJ,marjolaine_origan,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
249,MTH,menthe,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
250,ORT,ortie,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
254,PME,plante_medicinale_perenne,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
255,PPA,autre_plante_a_parfum_aromatique_medicinale_annuelle,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
257,PPP,autre_plante_a_parfum_aromatique_medicinale_perenne,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
258,PRF,plante_a_parfum_perenne,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
259,PSL,persil,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
260,PSN,psyllium_noir_provence,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
261,PSY,plantain_psyllium,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
262,ROM,romarin,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
263,SGE,sauge,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
264,SRI,sarriette,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
265,TAB,tabac,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
266,THY,thym,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
267,TOT,tomate_transfo,rpg,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
273,BTN,betterave_non_fourragere,rpg,24,a_indus,autres_cult_indus,43,BTN,betterave_non_fourragere
274,AIL,ail,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
275,ART,artichaut,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
276,AUB,aubergine,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
279,CAR,carotte,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
280,CCN,concombre_cornichon,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
281,CCT,courgette_citrouille,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
282,CEL,celeri,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
283,CES,chicoree_endive_scarole,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
284,CHU,chou,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
285,CMB,courge_musquee_butternut,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
289,CSS,culture_sous_serre_hors_sol,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
291,EPI,epinard,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
292,FLA,autre_legume_ou_fruit_annuel,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
293,FLP,autre_legume_ou_fruit_perenne,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
294,FRA,fraise,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
296,HPC,horticulture_ornementale_plein_champ,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
298,LBF,salade,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
301,MDI,maraichage_divers,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
303,NVT,navet,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
304,OIG,oignon_echalote,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
305,PAN,panais,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
307,PAS,pasteque,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
308,PHF,pois_haricot_frais,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
309,PHS,pois_haricot_sec,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
311,POR,poireau,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
312,POT,potiron_potimarron,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
314,PVP,poivron_piment,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
315,RDI,radis,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
316,ROQ,roquette,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
319,TOM,tomate,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
320,TOP,topinambour,rpg,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
322,HAR,haricot_flageolet,rpg,25,leg_fl,legumes_fleurs,45,HAR,haricot_flageolet
323,MLO,melon,rpg,25,leg_fl,legumes_fleurs,46,MLO,melon
324,PPO,petits_pois,rpg,25,leg_fl,legumes_fleurs,47,PPO,petits_pois
325,PTC,pomme_terre_conso,rpg,25,leg_fl,legumes_fleurs,48,PDT,pomme_de_terre
333,ACP,autre_culture_perenne,rpg,28,div,divers,50,div,divers
337,BRO,brome_temporaire,rpg,28,div,divers,50,div,divers
340,CEE,chenaie_entretenue,rpg,28,div,divers,50,div,divers
341,CID,cultures_interrangs_2cultures,rpg,28,div,divers,50,div,divers
346,GRA,graminee_gazon_semence,rpg,28,div,divers,50,div,divers
347,MCT,miscanthus,rpg,28,div,divers,50,div,divers
348,MPA,autre_melange_plantes_n,rpg,28,div,divers,50,div,divers
350,MSW,culture_perenne_biomass,rpg,28,div,divers,50,div,divers
351,NYG,nyger,rpg,28,div,divers,50,div,divers
352,PCL,phacelie_temporaire,rpg,28,div,divers,50,div,divers
353,PEP,pepiniere,rpg,28,div,divers,50,div,divers
354,PEV,pepiniere_jeune,rpg,28,div,divers,50,div,divers
355,ROS,roseliere,rpg,28,div,divers,50,div,divers
357,SBO,surface_boisee_sur_une_ancienne_terre_agricole,rpg,28,div,divers,50,div,divers
360,SNE,surface_agricole_temporairement_non_exploitee,rpg,28,div,divers,50,div,divers
361,SNU,parc_elevage_couvert_degrade,rpg,28,div,divers,50,div,divers
363,TCR,taillis_courte_rotation,rpg,28,div,divers,50,div,divers
364,TRU,truffiere_chenaie_plants_mycorhizes,rpg,28,div,divers,50,div,divers
401,VRC,Vigne,adrien,20,verg,vergers,38,verg,vergers
402,VRG,verger,claire,20,verg,vergers,38,verg,vergers
403,VRG,olivier,claire,20,verg,vergers,38,verg,vergers
404,VRG,poirier,claire,20,verg,vergers,38,verg,vergers
405,VRG,pommier,claire,20,verg,vergers,38,verg,vergers
501,ZZZ,"Autres surfaces dans la SAU, avec contributions",nutzung,28,div,divers,50,div,divers
502,ZZZ,"Autres surfaces dans la SAU, sans contributions",nutzung,28,div,divers,50,div,divers
503,FLA,Asperges,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
504,PEP,"Autres pepinieres (roses, fruits, etc.)",nutzung,28,div,divers,50,div,divers
505,PEP,"Autres pepinieres (rosiers, plantes ornementales, etc.)",nutzung,28,div,divers,50,div,divers
506,ACP,"Autres surfaces de cultures perennes, avec contributions",nutzung,28,div,divers,50,div,divers
507,ACP,"Autres surfaces de cultures perennes, avec contributions, agregee",nutzung,28,div,divers,50,div,divers
508,ACP,"Autres surfaces de cultures perennes, sans contributions",nutzung,28,div,divers,50,div,divers
509,PFR,Baies pluriannuelles,nutzung,20,verg,vergers,38,verg,vergers
510,HPC,"Buissons, arbrisseaux et arbustes ornementaux",nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
511,ZZZ,Champignons en pleine terre,nutzung,28,div,divers,50,div,divers
515,HBL,Houblon,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
519,PEP,Pepinieres viticoles,nutzung,28,div,divers,50,div,divers
520,ZZZ,Permaculture,nutzung,28,div,divers,50,div,divers
521,PPP,Plantes aromatiques et plantes medicinales pluriannuelles,nutzung,24,a_indus,autres_cult_indus,42,a_indus,autres_cult_indus
522,FLP,Rhubarbe,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
523,HPC,Sapins de Noel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
524,TRU,Truffieres,nutzung,28,div,divers,50,div,divers
525,VRG,"Autres cultures fruitieres (kiwis, sureau, etc.)",nutzung,20,verg,vergers,38,verg,vergers
526,VRG,Cultures fruitieres (fruits a noyau),nutzung,20,verg,vergers,38,verg,vergers
527,PWT,Cultures fruitieres (poires),nutzung,20,verg,vergers,38,verg,vergers
528,VRG,Cultures fruitieres (pommes),nutzung,20,verg,vergers,38,verg,vergers
529,VRG,Cultures fruitieres agregee,nutzung,20,verg,vergers,38,verg,vergers
534,ZZZ,Autres cultures speciales sous abri sans fondations permanentes,nutzung,28,div,divers,50,div,divers
537,MDI,Cultures maraicheres sous abri avec fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
538,MDI,Cultures maraicheres sous abri sans fondations permanentes,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
540,MDI,Cultures maraicheres sous abri sans fondations permanentes; sur sol naturel,nutzung,25,leg_fl,legumes_fleurs,44,leg_fl,legumes_fleurs
541,ZZZ,"Cultures sous abri sans fondations permanentes, avec contributions, agregee",nutzung,28,div,divers,50,div,divers
543,BOR,"Haies, bosquets champetres et berges boisees (avec la bande herbeuse)",nutzung,28,div,divers,50,div,divers
544,BOR,"Haies, bosquets champetres et berges boisees (avec la bande tampon) (Surfaces de promotion de la biodiversite specifiques a la region)",nutzung,28,div,divers,50,div,divers
545,PPH,"Paturages (paturages attenants a la ferme, autres paturages sauf les paturages d'estivage)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
547,PPH,Paturages extensifs,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
548,PPH,Surfaces de promotion de la biodiversite specifiques a la region (paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
549,PPH,Autres prairies permanentes (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
550,PPH,Autres surfaces herbageres (surface herbagere permanente) avec contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
551,PPH,Autres surfaces herbageres (surface herbagere permanente) sans contributions,nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
554,PPH,Prairies extensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
555,PPH,Prairies peu intensives (sans les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
556,PPH,Prairies riveraines (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
557,PPH,Prairies riveraines d'un cours d'eau (sauf les paturages),nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
558,PPH,"Surfaces de promotion de la biodiversite specifiques a la region (Surface herbagere, sauf les paturages)",nutzung,18,pp,prairies_permanentes,36,pp,prairies_permanentes
559,SPH,Paturages d'estivage,nutzung,17,esti,estives_landes,35,esti,estives_landes
560,ZZZ,Surfaces a litiere dans la SAU,nutzung,28,div,divers,50,div,divers
571,CHT,"Amidonnier, engrain",nutzung,4,cer_2nd,autres_cereales,13,cer_2nd_h,autres_cereales_hiver
572,CHV,Autre chanvre,nutzung,9,plte_fb,plante_a_fibre,26,CHV,chanvre
